140,0,177.999,
140,0,178,
139.999,0,177.999,
139.997,0,177.997,
139.995,0,177.995,
139.992,0,177.991,
139.988,0,177.987,
139.984,0,177.983,
139.979,0,177.977,
139.973,0,177.971,
139.967,0,177.964,
139.96,0,177.956,
139.952,0,177.948,
139.943,0,177.938,
139.934,0,177.929,
139.924,0,177.918,
139.914,0,177.907,
139.903,0,177.894,
139.891,0,177.882,
139.878,0,177.868,
139.865,0,177.854,
139.851,0,177.839,
139.837,0,177.823,
139.822,0,177.806,
139.806,0,177.789,
139.789,0,177.771,
139.772,0,177.752,
139.754,0,177.733,
139.735,0,177.713,
139.716,0,177.692,
139.696,0,177.67,
139.676,0,177.648,
139.654,0,177.625,
139.632,0,177.601,
139.61,0,177.576,
139.586,0,177.551,
139.562,0,177.525,
139.538,0,177.498,
139.512,0,177.47,
139.486,0,177.442,
139.459,0,177.413,
139.432,0,177.383,
139.404,0,177.353,
139.375,0,177.322,
139.346,0,177.29,
139.316,0,177.257,
139.285,0,177.224,
139.253,0,177.189,
139.221,0,177.155,
139.189,0,177.119,
139.155,0,177.083,
139.121,0,177.046,
139.086,0,177.008,
139.051,0,176.969,
139.014,0,176.93,
138.978,0,176.89,
138.94,0,176.849,
138.902,0,176.808,
138.863,0,176.765,
138.823,0,176.722,
138.783,0,176.679,
138.742,0,176.634,
138.701,0,176.589,
138.658,0,176.543,
138.615,0,176.497,
138.572,0,176.449,
138.527,0,176.401,
138.482,0,176.352,
138.437,0,176.303,
138.39,0,176.253,
138.343,0,176.202,
138.296,0,176.15,
138.247,0,176.097,
138.198,0,176.044,
138.149,0,175.99,
138.098,0,175.935,
138.047,0,175.88,
137.996,0,175.824,
137.943,0,175.767,
137.89,0,175.709,
137.836,0,175.651,
137.782,0,175.592,
137.727,0,175.532,
137.671,0,175.471,
137.614,0,175.41,
137.557,0,175.348,
137.499,0,175.285,
137.441,0,175.222,
137.382,0,175.157,
137.322,0,175.092,
137.261,0,175.027,
137.2,0,174.96,
137.138,0,174.893,
137.076,0,174.825,
137.012,0,174.756,
136.949,0,174.687,
136.884,0,174.617,
136.819,0,174.546,
136.753,0,174.474,
136.686,0,174.402,
136.619,0,174.329,
136.551,0,174.255,
136.482,0,174.181,
136.413,0,174.105,
136.343,0,174.029,
136.272,0,173.953,
136.201,0,173.875,
136.129,0,173.797,
136.056,0,173.718,
135.983,0,173.638,
135.909,0,173.558,
135.834,0,173.477,
135.759,0,173.395,
135.682,0,173.312,
135.606,0,173.229,
135.528,0,173.145,
135.45,0,173.06,
135.371,0,172.975,
135.292,0,172.888,
135.212,0,172.801,
135.131,0,172.714,
135.049,0,172.625,
134.967,0,172.536,
134.884,0,172.446,
134.801,0,172.355,
134.717,0,172.264,
134.632,0,172.172,
134.546,0,172.079,
134.46,0,171.985,
134.373,0,171.891,
134.286,0,171.796,
134.197,0,171.7,
134.108,0,171.603,
134.019,0,171.506,
133.928,0,171.408,
133.837,0,171.309,
133.746,0,171.21,
133.654,0,171.11,
133.561,0,171.009,
133.467,0,170.907,
133.373,0,170.804,
133.277,0,170.701,
133.182,0,170.597,
133.085,0,170.493,
132.988,0,170.387,
132.891,0,170.281,
132.792,0,170.174,
132.693,0,170.067,
132.593,0,169.959,
132.493,0,169.849,
132.392,0,169.74,
132.29,0,169.629,
132.188,0,169.518,
132.084,0,169.406,
131.981,0,169.293,
131.876,0,169.18,
131.771,0,169.066,
131.665,0,168.951,
131.559,0,168.835,
131.451,0,168.719,
